R	U	V	W	X	Y
b0889	b2369	b3357	b3512	b4062	b0683
b0889	b2369	b3357	b3512	b4062	b1530
b0889	b2369	b3357	b3512	b4062	b1531
b0889	b2369	b3357	b3512	b4062	b1532
b0889	b2369	b4401 // b3357	b3512	b4062	b1611
b0889	b2369	b4401 // b3357	b3512	b4062	b3908
b0889	b2369	b4401	b3512	b4062	b4439
b0889	b2369	b1130	b3512	b4062	b0463
b0889	b2369	b1130	b3512	b4062	b0462
b0889	b1499	b4401 // b3357	b3512	b4062	b1256
b0889	b1499	b4401 // b3357	b3512	b4062	b1415
b0889	b1499	b4401 // b3357	b3512	b4062	b1276
b0889	b1499	b4401 // b3357	b3512	b4062	b1101
b0889	b1499	b3357	b3512	b4062	b0683
b0889	b1499	b3357	b3512	b4062	b1530
b0889	b1499	b3357	b3512	b4062	b1531
b0889	b1499	b3357	b3512	b4062	b1532
b0889	b1499	b4401 // b3357	b3512	b4062	b1611
b0889	b1499	b4401 // b3357	b3512	b4062	b3908
b0889	b1499	b4401	b3512	b4062	b4439
b0889	b1921	b4401 // b3357	b3512	b4062	b1256
b0889	b1921	b1130	b3512	b4062	b3207
b0889	b1921	b4401 // b3357	b3512	b4062	b1415
b0889	b1921	b4401 // b3357	b3512	b4062	b1276
b0889	b1921	b1130	b3512	b4062	b3038
b0889	b1921	b1130	b3512	b4062	b3037
b0889	b1921	b1130	b3512	b4062	b3035
b0889	b1921	b4401 // b3357	b3512	b4062	b1101
b0889	b1921	b3357	b3512	b4062	b0683
b0889	b1921	b3357	b3512	b4062	b1530
b0889	b1921	b3357	b3512	b4062	b1531
b0889	b1921	b3357	b3512	b4062	b1532
b0889	b1921	b4401 // b3357	b3512	b4062	b1611
b0889	b1921	b4401 // b3357	b3512	b4062	b3908
b0889	b1921	b4401	b3512	b4062	b4439
b0889	b1921	b1130	b3512	b4062	b0463
b0889	b1921	b1130	b3512	b4062	b0462
b0889	b3357	b1130	b3512	b4062	b3207
b0889	b3357	b1130	b3512	b4062	b3038
b0889	b3357	b1130	b3512	b4062	b3037
b0889	b3357	b1130	b3512	b4062	b3035
b0889	b3357	b4401	b3512	b4062	b4439
b0889	b3357	b1130	b3512	b4062	b0463
b0889	b3357	b1130	b3512	b4062	b0462
b0889	b1531	b4401	b4439	b4062	b1256
b0889	b1531	b4401	b4439	b4062	b1101
b0889	b4000	b4401	b4439	b4062	b1256
b0889	b4000	b4401	b4439	b4062	b1415
b0889	b4000	b3405	b4439	b4062	b4396
b0889	b4000	b4401	b4439	b4062	b1276
b0889	b4000	b3405	b4439	b4062	b3035
b0889	b4000	b4401	b4439	b4062	b1101
b0889	b4000	b4401	b4439	b4062	b1611
b0889	b4000	b4401 // b1712 // b0912	b4439	b4062	b3908
b0889	b0440	b4401	b4439	b4062	b1256
b0889	b0440	b4401	b4439	b4062	b1415
b0889	b0440	b3405	b4439	b4062	b4396
b0889	b0440	b4401	b4439	b4062	b1276
b0889	b0440	b3405	b4439	b4062	b3035
b0889	b0440	b4401	b4439	b4062	b1101
b0889	b0440	b4401	b4439	b4062	b1611
b0889	b0440	b4401 // b1712 // b0912	b4439	b4062	b3908
b0889	b4396	b4401	b4439	b4062	b1256
b0889	b4396	b4401	b4439	b4062	b1101
b0889	b3405	b4401	b4439	b4062	b1256
b0889	b3405	b4401	b4439	b4062	b1415
b0889	b3405	b4401	b4439	b4062	b1276
b0889	b3405	b4401	b4439	b4062	b1101
b0889	b3405	b4401	b4439	b4062	b1611
b0889	b3405	b4401	b4439	b4062	b3908
b0889	b4401	b3405	b4439	b4062	b4396
b0889	b4401	b3405	b4439	b4062	b3035
b0889	b0464	b4401	b4439	b4062	b1256
b0889	b0464	b4401	b4439	b4062	b1415
b0889	b0464	b4401	b4439	b4062	b1276
b0889	b0464	b4401	b4439	b4062	b1101
b0889	b0464	b4401	b4439	b4062	b1611
b0889	b0464	b4401 // b1712 // b0912	b4439	b4062	b3908
b0889	b1712	b4401	b4439	b4062	b1256
b0889	b1712	b4401	b4439	b4062	b1415
b0889	b1712	b4401	b4439	b4062	b1276
b0889	b1712	b4401	b4439	b4062	b1101
b0889	b1712	b4401	b4439	b4062	b1611
b0889	b0912	b4401	b4439	b4062	b1256
b0889	b0912	b4401	b4439	b4062	b1415
b0889	b0912	b4401	b4439	b4062	b1276
b0889	b0912	b4401	b4439	b4062	b1101
b0889	b0912	b4401	b4439	b4062	b1611
b0889	b2808	b4401	b4443	b4062	b1256
b0889	b2808	b4401	b4443	b4062	b1415
b0889	b2808	b4401	b4443	b4062	b1276
b0889	b2808	b4401	b4443	b4062	b1101
b0889	b2808	b4401	b4443	b4062	b1611
b0889	b2808	b4401	b4443	b4062	b3908
b0889	b2808	b4401	b4443	b4062	b4439
b0889	b1954	b3261	b1237	b4062	b1101
b0889	b1954	b3261	b1237	b4062	b1530
b0889	b1954	b3261	b1237	b4062	b1531
b0889	b1954	b3261	b1237	b4062	b1532
b4698	b4443	b4442	b1130	b4062	b1256
b4698	b4442	b4443	b1130	b4062	b2237
b0464	b3357	b1988	b3405	b4062	b0168
b0464	b3357	b1988	b3405	b4062	b1377
b0464	b3357	b1712 // b0912	b3405	b4062	b4439
b0464	b1712	b3357	b3405	b4062	b1256
b0464	b1712	b3357	b3405	b4062	b1415
b0464	b1712	b1988	b3405	b4062	b0168
b0464	b1712	b1988	b3405	b4062	b1377
b0464	b1712	b3357	b3405	b4062	b1276
b0464	b1712	b3357	b3405	b4062	b1101
b0464	b1712	b3357	b3405	b4062	b0683
b0464	b1712	b3357 // b1988	b3405	b4062	b1530
b0464	b1712	b3357	b3405	b4062	b1531
b0464	b1712	b3357	b3405	b4062	b1532
b0464	b1712	b3357	b3405	b4062	b1611
b0464	b0912	b3357	b3405	b4062	b1256
b0464	b0912	b3357	b3405	b4062	b1415
b0464	b0912	b1988	b3405	b4062	b0168
b0464	b0912	b1988	b3405	b4062	b1377
b0464	b0912	b3357	b3405	b4062	b1276
b0464	b0912	b3357	b3405	b4062	b1101
b0464	b0912	b3357	b3405	b4062	b0683
b0464	b0912	b3357 // b1988	b3405	b4062	b1530
b0464	b0912	b3357	b3405	b4062	b1531
b0464	b0912	b3357	b3405	b4062	b1532
b0464	b0912	b3357	b3405	b4062	b1611
b0464	b1988	b3357	b3405	b4062	b1256
b0464	b1988	b3357	b3405	b4062	b1415
b0464	b1988	b3357	b3405	b4062	b1276
b0464	b1988	b3357	b3405	b4062	b1101
b0464	b1988	b3357	b3405	b4062	b1531
b0464	b1988	b3357	b3405	b4062	b1532
b0464	b1988	b3357	b3405	b4062	b1611
b0464	b1988	b3357 // b1712 // b0912	b3405	b4062	b3908
b0464	b1988	b1712 // b0912	b3405	b4062	b4439
b0464	b4445	b3357	b3405	b4062	b1256
b0464	b4445	b3357	b3405	b4062	b1415
b0464	b4445	b1988	b3405	b4062	b0168
b0464	b4445	b1988	b3405	b4062	b1377
b0464	b4445	b3357	b3405	b4062	b1276
b0464	b4445	b3357	b3405	b4062	b1101
b0464	b4445	b3357	b3405	b4062	b0683
b0464	b4445	b3357 // b1988	b3405	b4062	b1530
b0464	b4445	b3357	b3405	b4062	b1531
b0464	b4445	b3357	b3405	b4062	b1532
b0464	b4445	b3357	b3405	b4062	b1611
b0464	b4445	b3357 // b1712 // b0912	b3405	b4062	b3908
b0464	b4445	b1712 // b0912	b3405	b4062	b4439
b0464	b4444	b3357	b3405	b4062	b1256
b0464	b4444	b3357	b3405	b4062	b1415
b0464	b4444	b1988	b3405	b4062	b0168
b0464	b4444	b1988	b3405	b4062	b1377
b0464	b4444	b3357	b3405	b4062	b1276
b0464	b4444	b3357	b3405	b4062	b1101
b0464	b4444	b3357	b3405	b4062	b0683
b0464	b4444	b3357 // b1988	b3405	b4062	b1530
b0464	b4444	b3357	b3405	b4062	b1531
b0464	b4444	b3357	b3405	b4062	b1532
b0464	b4444	b3357	b3405	b4062	b1611
b0464	b4444	b3357 // b1712 // b0912	b3405	b4062	b3908
b0464	b4444	b1712 // b0912	b3405	b4062	b4439
b0683	b0080	b3261	b3357	b4062	b1101
b0683	b3261	b0080	b3357	b4062	b1276
b0683	b3261	b0080	b3357	b4062	b1852
b0683	b3261	b0080	b3357	b4062	b0871
b1334	b0145	b4178	b1712	b4062	b0871
b1334	b3357	b4451	b0683	b4062	b4637
b1334	b3961	b4451	b0683	b4062	b1531
b1334	b3961	b4451	b0683	b4062	b3908
b1334	b4451	b3357	b0683	b4062	b1256
b1334	b4451	b3357	b0683	b4062	b1415
b1334	b4451	b3357	b0683	b4062	b1276
b1334	b4451	b3357	b0683	b4062	b1101
b1334	b4451	b3961	b0683	b4062	b1973
b1334	b4451	b3961	b0683	b4062	b4637
b1334	b4451	b3961	b0683	b4062	b0853
b1334	b4451	b3961	b0683	b4062	b0852
b1334	b4451	b3961	b0683	b4062	b0851
b1334	b4451	b3961	b0683	b4062	b0850
b1334	b4451	b3357	b0683	b4062	b1530
b1334	b4451	b3357	b0683	b4062	b1531
b1334	b4451	b3357	b0683	b4062	b1532
b1334	b4451	b3357	b0683	b4062	b1611
b1334	b4451	b3357	b0683	b4062	b3908
b1334	b4451	b3961	b0683	b4062	b0871
b4062	b3512	b4443	b0889	b4062	b2237
b4062	b3512	b4178	b0889	b4062	b0871
b4062	b1954	b1988	b0889	b4062	b0168
b4062	b1954	b1988	b0889	b4062	b1377
b4062	b1954	b4443	b0889	b4062	b2237
b4062	b1954	b1988	b0889	b4062	b1530
b4062	b1954	b4178	b0889	b4062	b0871
b4062	b4443	b1988	b0889	b4062	b0168
b4062	b4443	b1988	b0889	b4062	b1377
b4062	b4443	b1988	b0889	b4062	b1530
b4062	b4443	b1237	b0889	b4062	b4439
b4062	b4443	b4178	b0889	b4062	b0871
b4062	b1237	b1988	b0889	b4062	b0168
b4062	b1237	b1988	b0889	b4062	b1377
b4062	b1237	b4443	b0889	b4062	b2237
b4062	b1237	b1988	b0889	b4062	b1530
b4062	b1237	b4178	b0889	b4062	b0871
b4062	b4178	b1988	b0889	b4062	b0168
b4062	b4178	b1988	b0889	b4062	b1377
b4062	b4178	b4443	b0889	b4062	b2237
b4062	b4178	b1988	b0889	b4062	b1530
b4062	b4178	b1237	b0889	b4062	b4439
b4062	b1988	b4443	b0889	b4062	b2237
b4062	b1988	b1237	b0889	b4062	b4439
b4062	b1988	b4178	b0889	b4062	b0871
b4062	b3237	b1988	b0889	b4062	b0168
b4062	b3237	b1988	b0889	b4062	b1377
b4062	b3237	b4443	b0889	b4062	b2237
b4062	b3237	b1988	b0889	b4062	b1530
b4062	b3237	b1237	b0889	b4062	b4439
b4062	b3237	b4178	b0889	b4062	b0871
b4062	b3357	b4451	b0683	b4062	b4637
b4062	b3961	b4451	b0683	b4062	b1531
b4062	b3961	b4451	b0683	b4062	b3908
b4062	b4451	b3357	b0683	b4062	b1256
b4062	b4451	b3357	b0683	b4062	b1415
b4062	b4451	b3357	b0683	b4062	b1276
b4062	b4451	b3357	b0683	b4062	b1101
b4062	b4451	b3961	b0683	b4062	b1973
b4062	b4451	b3961	b0683	b4062	b4637
b4062	b4451	b3961	b0683	b4062	b0853
b4062	b4451	b3961	b0683	b4062	b0852
b4062	b4451	b3961	b0683	b4062	b0851
b4062	b4451	b3961	b0683	b4062	b0850
b4062	b4451	b3357	b0683	b4062	b1530
b4062	b4451	b3357	b0683	b4062	b1531
b4062	b4451	b3357	b0683	b4062	b1532
b4062	b4451	b3357	b0683	b4062	b1611
b4062	b4451	b3357	b0683	b4062	b3908
b4062	b4451	b3961	b0683	b4062	b0871
b4062	b1712	b4401	b1334	b4062	b1256
b4062	b1712	b4401	b1334	b4062	b1415
b4062	b1712	b4401	b1334	b4062	b1276
b4062	b1712	b4401	b1334	b4062	b1101
b4062	b1712	b4401	b1334	b4062	b1611
b4062	b0912	b4401	b1334	b4062	b1256
b4062	b0912	b4401	b1334	b4062	b1415
b4062	b0912	b4401	b1334	b4062	b1276
b4062	b0912	b4401	b1334	b4062	b1101
b4062	b0912	b4401	b1334	b4062	b1611
