Cause	Effect
EG11366	EG10280
EG10164	EG10280
EG10731	EG10280
EG10547	EG10280
G0-8880	EG10280
EG10672	EG10280
EG10281	EG10280
EG10061	EG10280
EG11366	EG11530
EG10164	EG11530
EG10281	EG11530
EG10061	EG11530
EG11366	EG10278
EG10317	EG10278
EG10281	EG10278
EG10061	EG10278
EG11366	EG10279
EG10317	EG10279
EG10281	EG10279
EG10061	EG10279
EG11366	G7173
EG10681	G7173
EG11366	G6944
EG10385	G6944
EG10070	G6944
EG10547	G6944
EG11366	EG11942
EG10164	EG11942
EG10317	EG11942
EG10440	EG11942
EG10441	EG11942
EG11366	EG11448
EG10164	EG11448
EG10317	EG11448
EG10440	EG11448
EG10441	EG11448
EG11366	EG10035
EG10958	EG10035
EG11434	EG10035
EG10164	EG10035
EG10235	EG10035
EG10325	EG10035
EG10061	EG10035
EG11366	G7654
EG10958	G7654
EG11434	G7654
EG11366	EG12656
EG10958	EG12656
EG11434	EG12656
EG11366	EG10570
EG10958	EG10570
EG11434	EG10570
G7072	EG10570
EG11366	EG11411
EG10958	EG11411
EG11434	EG11411
EG10325	EG11411
EG10359	EG11411
EG11366	EG10207
EG10958	EG10207
EG11434	EG10207
EG10490	EG10207
EG11366	G6396
EG10958	G6396
EG11434	G6396
EG10547	G6396
EG11366	EG11366
EG10672	EG11366
EG10958	EG11366
EG11434	EG11366
EG11366	EG10358
EG10958	EG10358
EG11434	EG10358
EG10957	EG10358
EG10359	EG10358
EG10325	EG10358
EG10061	EG10358
EG10164	EG10358
EG11366	EG50005
EG10958	EG50005
EG11434	EG50005
EG11366	EG11325
EG11434	EG11325
EG10958	EG11325
EG10164	EG11325
EG10338	EG11325
EG10061	EG11325
EG10325	EG11325
EG11366	G6447
EG11434	G6447
EG10958	G6447
EG10681	G6447
EG10547	G6447
EG11366	EG10852
EG11434	EG10852
EG10958	EG10852
EG10681	EG10852
EG11366	EG11261
EG11434	EG11261
EG10958	EG11261
EG10681	EG11261
G0-10699	EG11261
EG11366	EG12842
EG11434	EG12842
EG10958	EG12842
EG10681	EG12842
EG11366	EG11165
EG10958	EG11165
EG11434	EG11165
EG10731	EG11165
EG11366	EG11164
EG10958	EG11164
EG11434	EG11164
EG10731	EG11164
EG11366	EG11009
EG10958	EG11009
EG11434	EG11009
EG10731	EG11009
EG10672	EG11009
G0-8883	EG11009
EG11366	EG10090
EG10821	EG10090
EG11544	EG10090
EG11366	EG11373
EG11366	G6422
EG10164	G6422
EG11366	EG11422
EG11434	EG11422
EG10958	EG11422
G0-8867	EG11422
EG12386	EG11422
EG11366	EG11221
EG10958	EG11221
EG11434	EG11221
EG10325	EG11221
EG10359	EG11221
EG10338	EG11221
EG11366	EG11435
EG10020	EG11435
EG11434	EG11435
EG10958	EG11435
EG10317	EG11435
EG10164	EG11435
G7072	EG11435
EG12116	EG11435
EG10338	EG11435
EG11435	EG11435
EG11366	EG11434
EG10020	EG11434
EG11434	EG11434
EG10958	EG11434
EG10317	EG11434
EG10164	EG11434
EG12116	EG11434
EG10338	EG11434
EG11435	EG11434
G0-10677	EG11434
G0-8872	EG11434
EG11366	EG11599
EG10020	EG11599
EG11434	EG11599
EG10958	EG11599
EG10317	EG11599
EG10164	EG11599
EG12116	EG11599
EG10338	EG11599
EG11435	EG11599
EG11366	EG10953
EG10957	EG10953
EG10958	EG10953
EG11434	EG10953
EG10164	EG10953
G0-8872	EG10953
G0-10677	EG10953
EG10440	EG10953
EG10441	EG10953
EG10359	EG10953
EG10325	EG10953
EG10061	EG10953
EG11366	EG30063
EG11434	EG30063
EG10958	EG30063
EG10466	EG30063
EG10467	EG30063
EG10672	EG30063
EG10061	EG30063
EG12116	EG30063
EG10547	EG30063
EG10457	EG30063
EG10440	EG30063
EG10441	EG30063
EG11366	EG10651
EG10958	EG10651
EG11434	EG10651
EG11366	EG11703
EG11434	EG11703
EG10958	EG11703
EG10603	EG11703
EG11741	EG11703
EG12116	EG11703
EG10731	EG11703
EG11366	EG11704
EG11434	EG11704
EG10958	EG11704
EG10603	EG11704
EG11741	EG11704
EG12116	EG11704
EG10731	EG11704
EG10672	EG12134
G7072	EG12134
EG10672	EG11088
EG10164	EG11088
EG12386	EG11088
EG12006	EG11088
EG10338	EG11088
EG10325	EG11088
EG11088	EG11088
EG11088	EG10265
EG11084	EG10265
EG10533	EG10265
EG11088	EG10347
EG10821	EG10347
EG10935	EG10347
EG11084	EG10347
EG10533	EG10347
EG10070	EG10347
EG31115	EG10347
EG11088	EG10339
EG10821	EG10339
EG10935	EG10339
EG11084	EG10339
EG10533	EG10339
EG11088	EG10342
EG10935	EG10342
EG11084	EG10342
EG10533	EG10342
EG10547	EG10342
EG11088	EG10214
EG10533	EG10214
EG11084	EG10214
EG11088	EG10619
EG10533	EG10619
EG11084	EG10619
EG11088	EG10623
EG10533	EG10623
EG11084	EG10623
EG11088	EG10344
EG10533	EG10344
EG11084	EG10344
EG11088	EG10620
EG12386	EG10620
EG10533	EG10620
EG11084	EG10620
EG11088	EG10604
EG10533	EG10604
EG11084	EG10604
EG11088	EG10622
EG10533	EG10622
EG11084	EG10622
EG11088	EG10621
EG10533	EG10621
EG11084	EG10621
EG11088	EG10341
EG10533	EG10341
EG11084	EG10341
EG11088	EG11086
EG10533	EG11086
EG11084	EG11086
EG11088	EG11085
EG11084	EG11085
EG11088	EG11084
EG11084	EG11084
EG11088	G7542
G7546	G7542
EG10440	G7542
EG10441	G7542
G7072	G7542
EG10061	G7542
EG10547	G7542
EG11088	EG20080
G7546	EG20080
EG10440	EG20080
EG10441	EG20080
EG10061	EG20080
EG11088	G7543
G7546	G7543
EG10440	G7543
EG10441	G7543
EG10061	G7543
EG11088	G0-8601
G7546	G0-8601
EG10440	G0-8601
EG10441	G0-8601
EG10061	G0-8601
EG11088	G7544
G7546	G7544
EG10440	G7544
EG10441	G7544
EG10061	G7544
EG11088	G7545
G7546	G7545
EG10440	G7545
EG10441	G7545
EG10061	G7545
EG11088	EG10432
EG10731	EG10432
EG11088	EG12429
EG11615	EG12429
EG10020	EG12429
G7072	EG12429
EG11088	EG10439
EG11615	EG10439
EG10020	EG10439
EG11088	EG10182
EG10317	EG10182
G6319	EG10182
EG11544	EG10182
EG10164	EG10182
G7057	EG10182
EG10338	EG10182
EG10325	EG10182
EG10061	EG10182
EG10359	EG10182
EG11088	EG10181
EG10317	EG10181
G6319	EG10181
EG11544	EG10181
EG10164	EG10181
G7057	EG10181
EG10338	EG10181
EG10325	EG10181
EG10061	EG10181
EG10359	EG10181
EG11088	EG10180
EG10317	EG10180
G6319	EG10180
EG11544	EG10180
EG10164	EG10180
G7057	EG10180
EG10338	EG10180
EG10325	EG10180
EG10061	EG10180
EG10359	EG10180
EG11088	EG10179
EG10317	EG10179
G6319	EG10179
EG11544	EG10179
EG10164	EG10179
G7057	EG10179
EG10338	EG10179
EG10325	EG10179
EG10061	EG10179
EG10359	EG10179
EG11088	EG10178
EG10317	EG10178
G6319	EG10178
EG11544	EG10178
EG10164	EG10178
G7057	EG10178
EG10338	EG10178
EG10325	EG10178
EG10359	EG10178
EG10061	EG10178
EG11088	EG10649
EG10359	EG10649
EG11212	EG10649
EG10325	EG10649
EG10317	EG10649
EG10440	EG10649
EG10441	EG10649
EG10061	EG10649
EG11088	EG11784
EG10317	EG11784
EG10061	EG11784
EG10164	EG11784
EG10359	EG11784
EG10325	EG11784
EG11088	EG10290
EG10164	EG10290
G7924	EG10290
EG10359	EG10290
EG11088	EG10289
EG10164	EG10289
G7924	EG10289
EG10359	EG10289
EG11088	EG10288
EG10164	EG10288
G7924	EG10288
EG10359	EG10288
EG11088	EG10287
EG10164	EG10287
G7924	EG10287
EG10359	EG10287
EG11088	EG10286
EG10164	EG10286
G7924	EG10286
EG10359	EG10286
EG11088	EG11088
EG10164	EG11088
EG12386	EG11088
EG10672	EG11088
EG12006	EG11088
EG10338	EG11088
EG10325	EG11088
EG11088	EG10024
EG10164	EG10024
EG11212	EG10024
EG10061	EG10024
EG10325	EG10024
EG10338	EG10024
EG12006	EG10024
EG11088	EG10025
EG10164	EG10025
EG11212	EG10025
EG10061	EG10025
EG10325	EG10025
EG10338	EG10025
EG12006	EG10025
EG11088	EG10543
EG10317	EG10543
EG10359	EG10543
EG10061	EG10543
EG10164	EG10543
EG12006	EG10543
EG10338	EG10543
EG10325	EG10543
EG10672	EG12117
G0-8866	EG12117
G0-8878	EG12117
EG10325	EG12117
EG10672	EG12153
EG10672	EG10544
G0-16601	EG10544
EG10672	G6106
EG10672	G6105
EG10281	G6105
EG10061	G6105
EG10672	EG12116
EG12116	EG12116
EG12116	EG10319
G0-8899	EG10319
EG10457	EG10319
EG10164	EG10319
G7575	EG10319
G0-8882	EG10319
G0-8868	EG10319
G0-8871	EG10319
EG31116	EG10319
G7947	EG10319
EG11356	EG10319
G6165	EG10319
EG10672	EG10319
EG12123	EG10319
EG11449	EG10319
EG10821	EG10319
EG10820	EG10319
EG10359	EG10319
EG10440	EG10319
EG10441	EG10319
EG12116	EG10320
G0-8899	EG10320
EG10457	EG10320
EG10164	EG10320
G7575	EG10320
G0-8882	EG10320
G0-8868	EG10320
G0-8871	EG10320
EG31116	EG10320
G7947	EG10320
EG11356	EG10320
G6165	EG10320
EG10672	EG10320
EG12123	EG10320
EG11449	EG10320
EG10821	EG10320
EG10820	EG10320
EG10359	EG10320
EG10440	EG10320
EG10441	EG10320
EG12116	EG10958
EG10957	EG10958
EG10547	EG10958
G0-10671	EG10958
EG10359	EG10958
EG10325	EG10958
EG10958	EG10958
EG12116	EG10957
EG10359	EG10957
EG10325	EG10957
EG10957	EG10957
EG12116	EG11435
EG10020	EG11435
EG11434	EG11435
EG10958	EG11435
EG10317	EG11435
EG11366	EG11435
EG10164	EG11435
G7072	EG11435
EG10338	EG11435
EG11435	EG11435
EG12116	EG11434
EG10020	EG11434
EG11434	EG11434
EG10958	EG11434
EG10317	EG11434
EG11366	EG11434
EG10164	EG11434
EG10338	EG11434
EG11435	EG11434
G0-10677	EG11434
G0-8872	EG11434
EG12116	EG11599
EG10020	EG11599
EG11434	EG11599
EG10958	EG11599
EG10317	EG11599
EG11366	EG11599
EG10164	EG11599
EG10338	EG11599
EG11435	EG11599
EG12116	EG30063
EG11434	EG30063
EG10958	EG30063
EG10466	EG30063
EG10467	EG30063
EG11366	EG30063
EG10672	EG30063
EG10061	EG30063
EG10547	EG30063
EG10457	EG30063
EG10440	EG30063
EG10441	EG30063
EG12116	EG12116
EG10672	EG12116
EG12116	EG11703
EG11434	EG11703
EG10958	EG11703
EG11366	EG11703
EG10603	EG11703
EG11741	EG11703
EG10731	EG11703
EG12116	EG11704
EG11434	EG11704
EG10958	EG11704
EG11366	EG11704
EG10603	EG11704
EG11741	EG11704
EG10731	EG11704
EG10672	EG10670
EG10268	EG10670
EG10020	EG10670
G7947	EG10670
EG10440	EG10670
EG10441	EG10670
G0-10574	EG10670
G0-8880	EG10670
G0-8901	EG10670
EG10547	EG10670
G0-17082	EG10670
EG10672	G6528
EG11078	G6528
EG11447	G6528
EG10672	G6529
EG11078	G6529
EG11447	G6529
EG10672	G6530
EG11078	G6530
EG11447	G6530
EG10672	G6531
EG11078	G6531
G7072	G6531
EG11447	G6531
EG10672	G0-8882
EG10672	G0-8868
EG10672	G6877
EG12243	G6877
EG10547	G6877
EG10672	G0-9562
G0-8866	G0-9562
G7072	G0-9562
EG10672	EG11508
EG10821	EG11508
EG10317	EG11508
EG10440	EG11508
EG10441	EG11508
EG10672	EG10319
G0-8899	EG10319
EG10457	EG10319
EG10164	EG10319
G7575	EG10319
G0-8882	EG10319
G0-8868	EG10319
G0-8871	EG10319
EG31116	EG10319
EG12116	EG10319
G7947	EG10319
EG11356	EG10319
G6165	EG10319
EG12123	EG10319
EG11449	EG10319
EG10821	EG10319
EG10820	EG10319
EG10359	EG10319
EG10440	EG10319
EG10441	EG10319
EG10319	EG11545
EG10320	EG11545
EG10319	EG11967
EG10320	EG11967
EG10319	G7027
EG10320	G7027
EG10319	G370
EG10320	G370
EG10319	G7028
EG10320	G7028
EG10319	G7035
EG10320	G7035
EG10325	G7035
EG10319	G358
EG10320	G358
EG10319	G359
EG10320	G359
EG10319	G360
EG10320	G360
EG10319	G361
EG10320	G361
EG10319	G362
EG10320	G362
EG10319	G363
EG10320	G363
EG10319	G364
EG10320	G364
EG10319	G365
EG10320	G365
EG10319	G366
EG10320	G366
EG10319	G6562
EG10320	G6562
G6546	G6562
EG10319	G369
EG10320	G369
G6546	G369
G0-8882	G369
G0-8868	G369
EG10319	G357
EG10320	G357
EG10319	G0-9383
EG10320	G0-9383
EG10319	EG12663
EG10320	EG12663
EG10319	EG12662
EG10320	EG12662
EG10319	EG12661
EG10320	EG12661
EG10319	G6359
EG10320	G6359
EG10319	G379
EG10320	G379
EG11236	G379
G6546	G379
EG10319	G378
EG10320	G378
EG11236	G378
G6546	G378
EG10319	G377
EG10320	G377
EG11236	G377
G6546	G377
EG10319	EG11656
EG10320	EG11656
EG11236	EG11656
G6546	EG11656
EG10319	EG11654
EG10320	EG11654
EG11236	EG11654
G6546	EG11654
EG10319	EG11347
EG10320	EG11347
EG11236	EG11347
G6546	EG11347
EG10319	EG11346
EG10320	EG11346
G6546	EG11346
EG10319	EG10841
EG10320	EG10841
G7072	EG10841
EG10319	EG11388
EG10320	EG11388
EG10319	EG11389
EG10320	EG11389
EG10319	EG12252
EG10320	EG12252
EG10319	G6623
EG10320	G6623
EG10319	EG11781
EG10325	EG11781
EG10320	EG11781
EG11527	EG11781
EG11212	EG11781
EG10643	EG11781
EG10317	EG11781
EG10440	EG11781
EG10441	EG11781
EG10319	EG11945
EG10325	EG11945
EG10320	EG11945
EG11527	EG11945
EG11212	EG11945
EG10643	EG11945
EG10317	EG11945
EG10440	EG11945
EG10441	EG11945
EG10319	EG11946
EG10325	EG11946
EG10320	EG11946
EG11527	EG11946
EG11212	EG11946
EG10643	EG11946
EG10317	EG11946
EG10440	EG11946
EG10441	EG11946
EG10319	EG11947
EG10325	EG11947
EG10320	EG11947
EG11527	EG11947
EG11212	EG11947
EG10643	EG11947
EG10317	EG11947
EG10440	EG11947
EG10441	EG11947
EG10319	EG11948
EG10325	EG11948
EG10320	EG11948
EG11527	EG11948
EG11212	EG11948
EG10643	EG11948
EG10317	EG11948
EG10440	EG11948
EG10441	EG11948
EG10319	EG11949
EG10325	EG11949
EG10320	EG11949
EG11527	EG11949
G7072	EG11949
EG11212	EG11949
EG10643	EG11949
EG10317	EG11949
EG10440	EG11949
EG10441	EG11949
EG10319	EG11950
EG10325	EG11950
EG10320	EG11950
EG11527	EG11950
G7072	EG11950
EG11212	EG11950
EG10643	EG11950
EG10317	EG11950
EG10440	EG11950
EG10441	EG11950
EG10319	EG10576
G6346	EG10576
EG10164	EG10576
EG12006	EG10576
EG10320	EG10576
EG10061	EG10576
EG10319	EG10594
EG10164	EG10594
EG10365	EG10594
EG10320	EG10594
EG10364	EG10594
EG10317	EG10594
EG10319	EG10592
EG10164	EG10592
EG10365	EG10592
EG10320	EG10592
EG10364	EG10592
EG10317	EG10592
G7072	EG10592
EG12386	EG10592
EG10319	EG10593
EG10164	EG10593
EG10365	EG10593
EG10320	EG10593
EG10364	EG10593
G7072	EG10593
EG10319	G7039
EG10184	G7039
EG10457	G7039
EG10320	G7039
G0-8867	G7039
EG10440	G7039
EG10441	G7039
G6745	G7039
G6546	G7039
G6165	G7039
EG11212	G7039
EG10319	EG11356
EG10457	EG11356
EG10320	EG11356
EG10440	EG11356
EG10441	EG11356
G6745	EG11356
G6546	EG11356
G6165	EG11356
EG11212	EG11356
EG10319	EG11355
EG10457	EG11355
EG10320	EG11355
EG10440	EG11355
EG10441	EG11355
G6745	EG11355
G6546	EG11355
G6165	EG11355
EG11212	EG11355
EG10547	EG11355
EG10319	EG11551
EG10301	EG11551
EG10320	EG11551
EG10338	EG11551
EG10319	EG11552
EG10301	EG11552
EG10320	EG11552
EG10319	EG12052
EG10325	EG12052
G6395	EG12052
EG10320	EG12052
EG10643	EG12052
EG11527	EG12052
G7072	EG12052
EG10319	EG12053
EG10325	EG12053
G6395	EG12053
EG10320	EG12053
EG10643	EG12053
EG11527	EG12053
EG10319	EG12054
EG10325	EG12054
G6395	EG12054
EG10320	EG12054
EG10643	EG12054
EG11527	EG12054
EG10319	EG12055
EG10325	EG12055
G6395	EG12055
EG10320	EG12055
EG10643	EG12055
EG11527	EG12055
EG10319	EG12169
EG10325	EG12169
G6395	EG12169
EG10320	EG12169
EG10643	EG12169
EG11527	EG12169
EG10319	EG12057
EG10325	EG12057
G6395	EG12057
EG10320	EG12057
EG10643	EG12057
EG11527	EG12057
EG10319	EG12058
EG10325	EG12058
G6395	EG12058
EG10320	EG12058
EG10643	EG12058
EG11527	EG12058
G7072	EG12058
EG10319	EG12059
EG10325	EG12059
G6395	EG12059
EG10320	EG12059
EG10643	EG12059
EG11527	EG12059
G7072	EG12059
EG10319	EG12060
EG10325	EG12060
G6395	EG12060
EG10320	EG12060
G7326	EG12060
EG10643	EG12060
EG11527	EG12060
G7072	EG12060
EG10319	EG12061
EG10325	EG12061
G6395	EG12061
EG10320	EG12061
G7326	EG12061
EG10643	EG12061
EG11527	EG12061
G7072	EG12061
EG10319	EG12062
EG10325	EG12062
G6395	EG12062
EG10320	EG12062
G7326	EG12062
EG10643	EG12062
EG11527	EG12062
EG10319	EG12064
EG10325	EG12064
G6395	EG12064
EG10320	EG12064
G7326	EG12064
EG10643	EG12064
EG11527	EG12064
EG10319	EG12067
EG10325	EG12067
G6395	EG12067
EG10320	EG12067
G7326	EG12067
EG10643	EG12067
EG11527	EG12067
EG10319	EG12143
EG10325	EG12143
G6395	EG12143
EG10320	EG12143
G7326	EG12143
EG10643	EG12143
EG11527	EG12143
EG10319	EG12068
EG10325	EG12068
G6395	EG12068
EG10320	EG12068
G7326	EG12068
EG10643	EG12068
EG11527	EG12068
EG10547	EG12068
EG10319	EG10322
EG10320	EG10322
EG10319	EG10323
EG10320	EG10323
EG10319	EG10324
EG10320	EG10324
EG10319	EG11224
EG10320	EG11224
EG10319	EG11975
EG10320	EG11975
EG10319	EG11976
EG10320	EG11976
EG10319	EG11977
EG10320	EG11977
EG10319	EG10391
EG10317	EG10391
EG10320	EG10391
EG10164	EG10391
EG10325	EG10391
EG10061	EG10391
EG10400	EG10391
EG10319	EG10392
EG10317	EG10392
EG10320	EG10392
EG10164	EG10392
EG10325	EG10392
EG10061	EG10392
EG10400	EG10392
EG10319	EG10393
EG10317	EG10393
EG10320	EG10393
EG10164	EG10393
EG10325	EG10393
EG10061	EG10393
EG10400	EG10393
EG10319	EG12081
EG10320	EG12081
EG10319	EG11156
EG10320	EG11156
EG10319	EG11155
EG10320	EG11155
G7072	EG11155
EG10319	EG11154
EG10320	EG11154
G7072	EG11154
EG10319	EG10825
EG10320	EG10825
EG10319	G7418
EG10320	G7418
EG10672	EG10320
G0-8899	EG10320
EG10457	EG10320
EG10164	EG10320
G7575	EG10320
G0-8882	EG10320
G0-8868	EG10320
G0-8871	EG10320
EG31116	EG10320
EG12116	EG10320
G7947	EG10320
EG11356	EG10320
G6165	EG10320
EG12123	EG10320
EG11449	EG10320
EG10821	EG10320
EG10820	EG10320
EG10359	EG10320
EG10440	EG10320
EG10441	EG10320
EG10320	EG11545
EG10319	EG11545
EG10320	EG11967
EG10319	EG11967
EG10320	G7027
EG10319	G7027
EG10320	G370
EG10319	G370
EG10320	G7028
EG10319	G7028
EG10320	G7035
EG10319	G7035
EG10325	G7035
EG10320	G358
EG10319	G358
EG10320	G359
EG10319	G359
EG10320	G360
EG10319	G360
EG10320	G361
EG10319	G361
EG10320	G362
EG10319	G362
EG10320	G363
EG10319	G363
EG10320	G364
EG10319	G364
EG10320	G365
EG10319	G365
EG10320	G366
EG10319	G366
EG10320	G6562
EG10319	G6562
G6546	G6562
EG10320	G369
EG10319	G369
G6546	G369
G0-8882	G369
G0-8868	G369
EG10320	G357
EG10319	G357
EG10320	G0-9383
EG10319	G0-9383
EG10320	EG12663
EG10319	EG12663
EG10320	EG12662
EG10319	EG12662
EG10320	EG12661
EG10319	EG12661
EG10320	G6359
EG10319	G6359
EG10320	G379
EG10319	G379
EG11236	G379
G6546	G379
EG10320	G378
EG10319	G378
EG11236	G378
G6546	G378
EG10320	G377
EG10319	G377
EG11236	G377
G6546	G377
EG10320	EG11656
EG10319	EG11656
EG11236	EG11656
G6546	EG11656
EG10320	EG11654
EG10319	EG11654
EG11236	EG11654
G6546	EG11654
EG10320	EG11347
EG10319	EG11347
EG11236	EG11347
G6546	EG11347
EG10320	EG11346
EG10319	EG11346
G6546	EG11346
EG10320	EG10841
EG10319	EG10841
G7072	EG10841
EG10320	EG11388
EG10319	EG11388
EG10320	EG11389
EG10319	EG11389
EG10320	EG12252
EG10319	EG12252
EG10320	G6623
EG10319	G6623
EG10320	EG11781
EG10325	EG11781
EG10319	EG11781
EG11527	EG11781
EG11212	EG11781
EG10643	EG11781
EG10317	EG11781
EG10440	EG11781
EG10441	EG11781
EG10320	EG11945
EG10325	EG11945
EG10319	EG11945
EG11527	EG11945
EG11212	EG11945
EG10643	EG11945
EG10317	EG11945
EG10440	EG11945
EG10441	EG11945
EG10320	EG11946
EG10325	EG11946
EG10319	EG11946
EG11527	EG11946
EG11212	EG11946
EG10643	EG11946
EG10317	EG11946
EG10440	EG11946
EG10441	EG11946
EG10320	EG11947
EG10325	EG11947
EG10319	EG11947
EG11527	EG11947
EG11212	EG11947
EG10643	EG11947
EG10317	EG11947
EG10440	EG11947
EG10441	EG11947
EG10320	EG11948
EG10325	EG11948
EG10319	EG11948
EG11527	EG11948
EG11212	EG11948
EG10643	EG11948
EG10317	EG11948
EG10440	EG11948
EG10441	EG11948
EG10320	EG11949
EG10325	EG11949
EG10319	EG11949
EG11527	EG11949
G7072	EG11949
EG11212	EG11949
EG10643	EG11949
EG10317	EG11949
EG10440	EG11949
EG10441	EG11949
EG10320	EG11950
EG10325	EG11950
EG10319	EG11950
EG11527	EG11950
G7072	EG11950
EG11212	EG11950
EG10643	EG11950
EG10317	EG11950
EG10440	EG11950
EG10441	EG11950
EG10320	EG10576
G6346	EG10576
EG10164	EG10576
EG12006	EG10576
EG10319	EG10576
EG10061	EG10576
EG10320	EG10594
EG10164	EG10594
EG10365	EG10594
EG10319	EG10594
EG10364	EG10594
EG10317	EG10594
EG10320	EG10592
EG10164	EG10592
EG10365	EG10592
EG10319	EG10592
EG10364	EG10592
EG10317	EG10592
G7072	EG10592
EG12386	EG10592
EG10320	EG10593
EG10164	EG10593
EG10365	EG10593
EG10319	EG10593
EG10364	EG10593
G7072	EG10593
EG10320	G7039
EG10184	G7039
EG10457	G7039
EG10319	G7039
G0-8867	G7039
EG10440	G7039
EG10441	G7039
G6745	G7039
G6546	G7039
G6165	G7039
EG11212	G7039
EG10320	EG11356
EG10457	EG11356
EG10319	EG11356
EG10440	EG11356
EG10441	EG11356
G6745	EG11356
G6546	EG11356
G6165	EG11356
EG11212	EG11356
EG10320	EG11355
EG10457	EG11355
EG10319	EG11355
EG10440	EG11355
EG10441	EG11355
G6745	EG11355
G6546	EG11355
G6165	EG11355
EG11212	EG11355
EG10547	EG11355
EG10320	EG11551
EG10301	EG11551
EG10319	EG11551
EG10338	EG11551
EG10320	EG11552
EG10301	EG11552
EG10319	EG11552
EG10320	EG12052
EG10325	EG12052
G6395	EG12052
EG10319	EG12052
EG10643	EG12052
EG11527	EG12052
G7072	EG12052
EG10320	EG12053
EG10325	EG12053
G6395	EG12053
EG10319	EG12053
EG10643	EG12053
EG11527	EG12053
EG10320	EG12054
EG10325	EG12054
G6395	EG12054
EG10319	EG12054
EG10643	EG12054
EG11527	EG12054
EG10320	EG12055
EG10325	EG12055
G6395	EG12055
EG10319	EG12055
EG10643	EG12055
EG11527	EG12055
EG10320	EG12169
EG10325	EG12169
G6395	EG12169
EG10319	EG12169
EG10643	EG12169
EG11527	EG12169
EG10320	EG12057
EG10325	EG12057
G6395	EG12057
EG10319	EG12057
EG10643	EG12057
EG11527	EG12057
EG10320	EG12058
EG10325	EG12058
G6395	EG12058
EG10319	EG12058
EG10643	EG12058
EG11527	EG12058
G7072	EG12058
EG10320	EG12059
EG10325	EG12059
G6395	EG12059
EG10319	EG12059
EG10643	EG12059
EG11527	EG12059
G7072	EG12059
EG10320	EG12060
EG10325	EG12060
G6395	EG12060
EG10319	EG12060
G7326	EG12060
EG10643	EG12060
EG11527	EG12060
G7072	EG12060
EG10320	EG12061
EG10325	EG12061
G6395	EG12061
EG10319	EG12061
G7326	EG12061
EG10643	EG12061
EG11527	EG12061
G7072	EG12061
EG10320	EG12062
EG10325	EG12062
G6395	EG12062
EG10319	EG12062
G7326	EG12062
EG10643	EG12062
EG11527	EG12062
EG10320	EG12064
EG10325	EG12064
G6395	EG12064
EG10319	EG12064
G7326	EG12064
EG10643	EG12064
EG11527	EG12064
EG10320	EG12067
EG10325	EG12067
G6395	EG12067
EG10319	EG12067
G7326	EG12067
EG10643	EG12067
EG11527	EG12067
EG10320	EG12143
EG10325	EG12143
G6395	EG12143
EG10319	EG12143
G7326	EG12143
EG10643	EG12143
EG11527	EG12143
EG10320	EG12068
EG10325	EG12068
G6395	EG12068
EG10319	EG12068
G7326	EG12068
EG10643	EG12068
EG11527	EG12068
EG10547	EG12068
EG10320	EG10322
EG10319	EG10322
EG10320	EG10323
EG10319	EG10323
EG10320	EG10324
EG10319	EG10324
EG10320	EG11224
EG10319	EG11224
EG10320	EG11975
EG10319	EG11975
EG10320	EG11976
EG10319	EG11976
EG10320	EG11977
