Cause	Effect	Regulators	Mediators
b4062	b3127	b1334	b0683
b4062	b4567		b0683
b4062	b3335		b0683
b4062	b3334		b0683
b4062	b3333		b0683
b4062	b3332		b0683
b4062	b3331		b0683
b4062	b3330		b0683
b4062	b3329		b0683
b4062	b3328		b0683
b4062	b3327		b0683
b4062	b3326		b0683
b4062	b3325		b0683
b4062	b3324		b0683
b4062	b1243	b0889	b0683
b4062	b1244	b0889	b0683
b4062	b1245	b0889	b0683
b4062	b1246	b0889	b0683
b4062	b1247	b0889	b0683
b4062	b3942	b1334	b0683
b4062	b2741		b0683
b4062	b1732	b0889	b0683
b4062	b1905		b0683
b4062	b2107		b0683
b4062	b2106		b0683
b4062	b4019	b0889	b0683
b4062	b0929		b0683
b4062	b2155		b0683
b4062	b0592		b0683
b4062	b0588		b0683
b4062	b0589		b0683
b4062	b0590		b0683
b4062	b0593		b0683
b4062	b0594		b0683
b4062	b0595		b0683
b4062	b0596		b0683
b4062	b0597		b0683
b4062	b3908	b1334 // b4063	b0683
b4062	b1891	b0464	b0683
b4062	b1892	b0464	b0683
b4062	b1658		b0683
b4062	b1252		b0683
b4062	b4292		b0683
b4062	b4293		b0683
b4062	b4122	b1334	b0683
b4062	b0428	b1334	b0683
b4062	b0429	b1334	b0683
b4062	b0430	b1334	b0683
b4062	b0431	b1334	b0683
b4062	b0432	b1334	b0683
b4062	b4764	b1334	b0683
b4062	b0721	b1334	b0683
b4062	b0722	b1334	b0683
b4062	b0723	b1334	b0683
b4062	b0724	b1334	b0683
b4062	b0726	b1334	b0683
b4062	b0727	b1334	b0683
b4062	b0728	b1334	b0683
b4062	b0729	b1334	b0683
b4062	b3441		b0683
b4062	b1546		b0683
b4062	b1547		b0683
b4062	b1548		b0683
b4062	b2392		b0683
b4062	b0755		b0683
b4062	b4451		b0683
b4062	b2671		b0683
b4062	b1102		b0683
b4062	b3938		b0683
b4062	b0805		b0683
b4062	b3006	b0889	b0683
b4062	b3005		b0683
b4062	b2673		b0683
b4062	b2674		b0683
b4062	b2676		b0683
b4062	b2675		b0683
b4062	b4511	b1334	b0683
b4062	b0585	b1334	b0683
b4062	b0586	b1334	b0683
b4062	b0587	b1334	b0683
b4062	b1973		b0683
b4062	b0591		b0683
b4062	b2552	b1334	b0683
b4062	b1531		b1530
b4062	b1532		b1530
b4062	b1167		b1531
b4062	b1166		b1531
b4062	b1165		b1531
b4062	b1164		b1531
b4062	b0342		b1531
b4062	b0343		b1531
b4062	b0344		b1531
b4062	b2509		b1531
b4062	b3195		b1531
b4062	b3194		b1531
b4062	b3193		b1531
b4062	b3192		b1531
b4062	b3191		b1531
b4062	b1415	b1334	b1531
b4062	b3160		b1531
b4062	b3028		b1531
b4062	b0168		b1531
b4062	b0167	b1334 // b0683	b1531
b4062	b0166		b1531
b4062	b0762	b0889	b1531
b4062	b1452		b1531
b4062	b1276	b1334	b1531
b4062	b0853	b0889	b1531
b4062	b0852		b1531
b4062	b0851		b1531
b4062	b0850		b1531
b4062	b3624		b1531
b4062	b3625		b1531
b4062	b0447		b1531
b4062	b3038		b1531
b4062	b3037		b1531
b4062	b3035		b1531
b4062	b2237		b1531
b4062	b0578		b1531
b4062	b4177		b1531
b4062	b4396		b1531
b4062	b1852	b1334 // b0683	b1531
b4062	b1530		b1531
b4062	b1532		b1531
b4062	b1611	b1334 // b0683 // b4063	b1531
b4062	b3908	b1334 // b0683 // b4063	b1531
b4062	b3507		b1531
b4062	b3506		b1531
b4062	b4439	b0889	b1531
b4062	b2159		b1531
b4062	b3924		b1531
b4062	b0952		b1531
b4062	b0951		b1531
b4062	b0950		b1531
b4062	b1014		b1531
b4062	b0871	b1334	b1531
b4062	b0463		b1531
b4062	b0462		b1531
b4062	b3508	b0889	b1531
b4062	b3509	b0889	b1531
b4062	b3510	b0889	b1531
