R	U	V	W	X	Y
EG10457	EG12242 // EG10061	EG10325 // EG11966	EG12243	EG11544	EG10404
EG10457	EG12242 // EG10061	EG10325 // EG12386 // EG11966	EG12243	EG11544	EG11514
EG10457	G7072 // EG10061	EG10821 // EG11966	EG12243	EG11544	G6786
EG10457	G7072 // EG10061	EG10821 // EG11966	EG12243	EG11544	EG11490
EG10457	G7072 // EG10164 // EG10061	EG10821 // EG12386	EG12243	EG11544	EG11889
EG10457	G7072 // EG12242 // EG10164 // EG10061	EG10821 // EG10728	EG12243	EG11544	EG12462
EG10457	EG10325 // EG12386	EG10821 // EG11544 // EG10061	EG12243	EG10133	EG10131
EG10457	EG10325 // EG12386	EG10821 // EG11544 // EG10061	EG12243	EG10133	EG10132
EG10457	G7072 // EG10821	EG10164 // EG12386	EG12243	EG10531	G7430
EG10457	G7072 // EG10821	EG10325 // EG12386	EG12243	EG10531	EG10133
EG10457	EG10325 // EG12301 // EG12386 // EG10728 // G0-8914	EG10164 // EG10821 // EG11966	EG12243	EG12242	G6786
EG10457	EG10325 // EG12301 // EG12386 // EG10728 // G0-8914	EG10164 // EG10821 // EG11966	EG12243	EG12242	EG11490
EG10457	EG10325 // EG12301 // EG12386 // EG10728 // G0-8914	EG12615 // EG10821	EG12243	EG12242	EG11400
EG10457	EG10325 // EG12301 // EG12386 // EG10728 // G0-8914	EG12615 // EG10821	EG12243	EG12242	EG11399
EG10457	EG10325 // EG12301 // EG12386 // EG10728 // G0-8914	EG12615 // EG10821	EG12243	EG12242	EG11398
EG10457	EG10325 // EG12301 // EG12386 // EG10728 // G0-8914	EG10164 // EG10061	EG12243	EG12242	G0-16680
EG10457	EG10325 // EG12301 // EG12386 // EG10728 // G0-8914	G7072 // EG10164	EG12243	EG12242	EG12240
EG10457	EG10325 // EG12301 // EG12386 // EG10728 // G0-8914	G7072 // EG10164 // EG10061	EG12243	EG12242	EG11544
EG10457	EG12301 // EG12386 // EG10728 // G0-8914	EG10164 // EG12615 // EG10821 // EG10061 // EG11966	EG12243	EG12242	EG50009
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10319	EG11949
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10319	EG11950
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10319	EG12052
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10319	EG12058
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10319	EG12059
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10319	EG12060
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10319	EG12061
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10320	EG11949
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10320	EG11950
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10320	EG12052
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10320	EG12058
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10320	EG12059
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10320	EG12060
EG10457	EG10164 // EG10821	G7072 // EG10325	EG12243	EG10320	EG12061
